"Núm. fotog.","Núm. ekta.","Nombre d'exemplars","Any","Autor i data de la fitxa","Bibliografia","Descripció de l'objecte","Estat de conservació","Exposicions","Lloc de procedència","Localització","updated loc.","Mides","obra gràfica =","obra original =","préstec a :","Reproduccions","Restauracions","técnica","Tècnica","Títol","Valoració Econòmica en €","vegap:","Causa de baixa i data","Objectes en relació indicacant n. registre","Edició","Editor","Exemplar","Mides planxa","Marca paper","Impressor","Tiratge","Núm. planxes","Filigrana","trad. castellano","trad. english","trad. français","trad.castellano técnica:","trad.english technique:","trad.français technique:"
,,2,1989,,,,,,,"OG","D02","65 x 50 cm","sí",,,,,"Aguafuerte, aguatinta y rodillo en dos tintas (negro y blanco) con collage en paple de estraza","Aiguafort, aiguatinta  i rodet en dues tintes (negre i blanc) amb collage de paper d'estrassa","Flascó i xifres",,,,,"45 exs. n. 1/45-45/45 i s., 3 exs. P.A. n. 1/3-3/3 i s., 3 exs. H.C. n. 1/3-3/3 i s., més alguns exs. per als col·laboradors.","Galeria Toni Tàpies, Barcelona",,"32 x 25 cm","Velin Arches 
","Takeshi Motomiya i Joan Roma, Barcelona",,,"Arches",,,,,,
,,2,1989,,,,,,,"OG","D02","65 x 50 cm","sí",,,,,"Aguafuerte, aguatinta y rodillo en dos tintas (blanco y negro) con collage de papel de estraza","Aiguafort, aiguatinta  i rodet en dues tintes (negre i blanc) amb collage de paper d'estrassa","Flascó i xifres",,,,,"45 exs. n. 1/45 - 45/45 i s., 3 exs. P.A. n. 1/3-3/3 i s., 3 exs. H.C. n. 1/3-3/3 i s., més alguns exs. de col·laboradors.","Galeria Toni Tàpies, Barcelona",,,"Vélin Arches","Takeshi Motomiya i Joan Roma, Barcelona",,,"Arches",,,,,,
,,2,1978,,,,,,,"OG","C01","55,5 x 76,5 cm","sí",,,,,"Litografía en varias tintas con flocado","Litografia en diverses tintes amb flocat","Flocat gris",,,,,"100 exs. n. i s., més 15 exs. H.C. n. I/XV-XV/XV i s. i 18 exs. P.A. s.","Galeria Maeght, Barcelona",,,"Arches","Damià Caus, Barcelona",,,,,,,,,
,,2,1978,,,,,,,"OG","C01","55,5 x 76,5 cm","sí",,,,,"Litografía en varias tintas con flocado","Litografia en diverses tintes amb flocat","Flocat gris",,,,,"100 exs. n. i f., més 15 exs. H.C. n. I/XV-XV/XV i s. I 18 exs. P.A. s.","Galeria Maeght, Barcelona",,,"Arches","Damià Caus, Barcelona",,,,,,,,,
"T-2521",,,1950,,"BROSSA, J.  Ú  no és ningú   (b/n)",,,,,"OG","II073","50 x 33,5 cm",,"sí",,,,,"Tinta xinesa sobre paper","Flora. Sèrie Història Natural","60101,2104383782",,,,,,,,,,,,,"Flora. Serie Historia Natural","Flora. Natural History Series","Flore. Série Histoire naturelle","Tinta china sobre papel","India ink on paper","Encre de Chine sur papier"
,,2,1988,,,,,,,"RP","enrotllat","200 x 200 cm","sí",,,,,"Aguafuerte en varias tintas (negro, blanco y bistre)","Aiguafort en diverses tintes (negre, blanc i bistre)","Flud",,,,,"25 exs. n. 1/25-25/25 i s.","Galeria Toni Tàpies, Barcelona",,,"Arches","J. Barbarà, Barcelona",,,,,,,,,
,,2,1988,,,,,,,"RP","enrotllat","200 X 200 cm","sí",,,,,"Aguafuerte en varias tintas (negro, blanco y bistre)","Aiguafort en diverses tintes (negre, blanc i bistre) ","Flud",,,,,"25 exs. n. 1/25-25/25 i f.","Galeria Toni Tàpies, Barcelona",,"2 a marges perduts","Arches","J. Barbarà, Barcelona",,,,,,,,,
,,2,1982,,,,,,,"OG","C05","65 x 50 cm","sí",,,,,"Aguafuerte y carborúndum en varias tintas","Aiguafort i caborúndum en diverses tintes","Foc",,,,,"50 exs. n. 1/50-50/50 i s., 15 exs. H.C. n. I/XV-XV/XV i s., més 1 ex. P.A. s.","Galeria Maeght, Barcelona",,,"Arches","J. Barbarà, Barcelona",,3,"Arches",,,,,,
,,2,1982,,,,,,,"OG","C05","65 x 50 cm","sí",,,,,"Aguafuerte y carborúndum en varias tintas","Aiguafort i caborúndum en diverses tintes","Foc",,,,,"50 exs. n. 1/50-50/50 i s., 15 exs. H.C. n. I/XV-XV/XV i s., més 1 ex. P.A. s.","Galeria Maeght, Barcelona",,,"Arches","J. Barbarà, Barcelona",,3,"Arches",,,,,,
,,2,1995,,,,,,,"OG","D09","31 x 42 cm.","sí",,,,,"Litografía en varias tintas (beix, negre)","Litografia en dues tintes (beix, negre)","Fondation",,,,,"60 exs. n. 1/60-60/60 i s., més algunes proves s.","Fundació Antoni Tàpies, Barcelona",,,"Arches","Stoob Steindwck, St. Gallen per a Erker- Presse",,,"Erker Presse St Gallen (timbrat)",,,,,,
,,2,1995,,,,,,,"OG","D09","31 x 42 cm.","sí",,,,,"Litografía en dos tintas (beige, negro)","Litografia en dues tintes ( beix, negre)","Fondation",,,,,"60 exs. n. 1/60-60/60 i s., més algunes proves s.","Fundació Antoni Tàpies, Barcelona",,,"Arches","Stoob Steindwck, St. Gallen per a Erker- Presse",,,"Erker Presse St Gallen (timbrat)",,,,,,
,,2,1976,,,,,,,"OG","E05","56 x 76 cm.","sí",,,,,"Aguafuerte en varias tintas con flocado y relieve","Aiguafort en diverses tintes amb flocat i relleu","Fora",,,,,"75 exs. n. i s., més 15 exs. H.C. s.","La Polígrafa, Barcelona ",,,"Guarro","La Polígrafa, Barcelona",,,"Guarro",,,,,,
,,2,1976,,,,,,,"OG","E05","56 x 76 cm.","sí",,,,,"Aguafuerte en varias tintas con flocado y relieve","Aiguafort en diverses tintes amb flocat i relleu","Fora",,,,,"75 exs. n. i s., més 15 exs. H.C. s.","La Polígrafa, Barcelona ",,,"Guarro","La Polígrafa, Barcelona",,,"Guarro",,,,,,
,,2,1988,,,,,,,"OG","D01","56 x 76 cm. (irreg)","sí",,,,,"Aguafuerte en varias tintas (3 negros y blanco) con relieve","Aiguafort  en diverses tintes (3 negres i blanc) amb relleu","Forma blanca",,,,,"99 exs. n. 1/99 - 99/99 i s., 15 exs. H.C. n. 1/15 - 15/15 i s., 50 exs. n. I/L - L/L i s., 15 exs. P.A. I/XV - XV/XV i s., 5 exs. H.C. s.","Polígrafa Obra gràfica S.L., Barcelona",,,"Aquari fet a mà","Tallers de Polígrafa Obra Gràfica S.L., Barcelona",,,,,,,,,
,,2,1988,,,,,,,"OG","D01","56 x 76 cm.","sí",,,,,"Aguafuerte en varias tintas (3 negros y blanco) con relieve","Aiguafort  en diverses tintes (3 negres i blanc) amb relleu","Forma blanca",,,,,"99 exs. n. 1/99 - 99/99 i s., 15 exs. H.C. n. 1/15 - 15/15 i s., 50 exs. n. I/L - L/L i s., 15 exs. P.A. I/XV - XV/XV i s., 5 exs. H.C. s.","Polígrafa Obra gràfica S.L., Barcelona",,,"Aquari fet a mà","Tallers de Polígrafa Obra Gràfica S.L., Barcelona",,,,,,,,,
"T-3091",,,1979,,,,,,,"OG","II034","51 x 36 cm",,"sí",,,,,"Tinta sobre paper d'estrassa","Forma de taula","42070,8473068648",,,,,,,,,,,,,"Forma de mesa","Table Form","Forme de table","Tinta sobre papel de estraza","Ink on wrapping paper","Encre sur papier bulle"
,,2,1992,,,,,,,"OG","D06","62 x 87 cm. ","sí",,,,,"Resinas, técnica del azúcar, carborúndum, relieve y barníz blando en varias tintas (negro, gris y rojo)","Resines, tècnica del sucre, carborúndum, relleu i vernís tou en diverses tintes (negre, gris i vermell)","Forma diagonal",,,,,"75 exs. n. 1/75-75/75 i s., 5 exs. P.A. n. 1/5-5/5 i s.","Polígrafa Obra Gràfica SL, Barcelona",,,"Aquari fet a mà","Tallers de Polígrafa Obra Gràfica SL, Barcelona",,,,,,,,,
,,2,1992,,,,,,,"OG","D06","62 x 87 cm. ","sí",,,,,"Resinas, técnica del azúcar, carborúndum, relieve y barníz blando en varias tintas (negro, gris y rojo)","Resines, tècnica del sucre, carborúndum, relleu i vernís tou en diverses tintes (negra, gris i vermell)","Forma diagonal",,,,,"75 exs. n. 1/75-75/75 i s., 5 exs. P.A. n. 1/5-5/5 i s.","Polígrafa Obra Gràfica S.L., Barcelona",,,"Aquari fet a mà","Tallers de Polígrafa Obra Gràfica S.L., Barcelona",,,,,,,,,
,,1,1997,,,,,,,"OG","E13","41,5 x 32 cm.","sí",,,,,"Rodillo, carborúndum, aguatinta y barníz blando en varias tintas (negro, ocre, gris y plomo)","Rodet, carborúndum, aiguatinta i vernís tou en diverses tintes (negre, ocre, gris i plom)","Forma negra",,,,,"50 exs. n. 1/50-50/50 i s., 3 exs. P.A. n. 1/3-3/3 i s., 2 exs. H.C. n. 1/2-2/2 i s., alguns exs. pels col·laboradors.","Galeria Toni Tàpies, Barcelona",,,"Richard de Bas vélin","Takeshi Motomiya i Joan Roma, Barcelona",,,"Richard de Bas",,,,,,
"T-439",,,1960,,,,,,,"RP","8A","162 x 162 cm",,"sí",,,,,"Procediment mixt sobre tela","Forma negra sobre quadrat gris","390657,867849458",,,,,,,,,,,,,"Forma negra sobre cuadrado gris","Black Form on Grey Square","Forme noire sur carré gris","Técnica mixta sobre tela","Mixed media on canvas","Technique mixte sur toile"
,,2,1987,,,,,,,"OG","E09","82 x 78 cm","sí",,,,,"Aguafuerte y carborúndum en varias tintas (2 negros y rojo)  con relieve","Aiguafort i carborúndum en diverses tintes (2 negres i vermell) amb relleu","Forma ombrejada",,,,,"99 exs. n. 1/99-99/99 i s., 15 exs. P.A. n. I/XV-XV/XV i s., 15 exs. H.C. n. 1/15-15/15 i s., més 5 exs. H.C. s.","Polígrafa Obra Gràfica S.L., Barcelona",,,"Aquari fet a mà","Talleres de Polígrafa Obra Gràfica S.L., Barcelona",,3,,,,,,,
,,2,1987,,,,,,,"OG","E09","81 x 77 cm","sí",,,,,"Aguafuerte y carborúndum en varias tintas (2 negros y rojo) con relieve","Aiguafort i carborúndum en diverses tintes (2 negres i vermell) amb relleu","Forma ombrejada",,,,,"99 exs. n. 1/99 - 99/99 i f., 15 exs. P.A. n. I/XV - XV/XV i s., 15 exs. H.C. n. 1/15 - 15/15 i s., més 5 exs. H.C. s.","Polígrafa Obra Gràfica S.L., Barcelona",,,"Aquari fet a mà","Tallers d'Edicions Polígrafa Obra Gràfica S.L., Barcelona",,3,,,,,,,
"T-3304",,,1982,,,,,,,"OG","I050","76 x 58 cm",,"sí",,,,,"Pintura, vernís i llapis sobre paper","Formes","51086,0288726215",,,,,,,,,,,,,"Formas","Forms","Formes","Pintura, barniz y lápiz sobre papel","Paint, varnish and pencil on paper","Peinture, vernis et crayon sur papier"
"T-100",,,1954,,,,,,,"RP","21A","89 x 116 cm",,"sí",,,,,"Pintura sobre tela","Formes blaves sobre rogenc","246414,962797351",,,,,,,,,,,,,"Formas azules sobre rojizo","Blue Forms on a Reddish Background","Formes bleues sur rougeâtre ","Técnica mixta sobre tela","Mixed media on canvas","Technique mixte sur toile"
,,1,1969,,,"Llibre amb text de Joan Brossa  i 9 litografies i 1 aiguafort d'Antoni Tàpies. ",,,,"OG","III01",,"sí",,,,,"L. en varias tintas; L. i collage en varias tintas con relieve; A. en negro con relieve","L. en diverses tintes; L. i collage amb diverses tintes amb relleu; A. en negre amb relleu","Frégoli ",,,,,"6 exs. n. 1-6, f. per l'autor i l'artista, acompanyats d'una suite de les litografies, de l'aiguafort i d'un dibuix d'Antoni Tàpies. 19 exs. n. 7-25, s. per l'autor i l'artista, acompanyats d'una suite de les L. i de l'A. d'Antoni Tàpies. 75 exs. n. 26-100, s. per l'autor i l'artista acompanyats d'una suite de les L., 12 exs. n. I-XII, destinats a col·laboradors, 7 exs. H.C. alfabetitzats A-G i 1000 exs. d'edició ordinària.","Sala Gaspar, Barcelona",,,,"Damià Caus, dirigit per l'artista (litografia i aiguafort) i Foto-Repro, Barcelona, dirigit per Joaquim Montoliu (llibre)",,,,,,,,,
,,,1969,,,"Pertany a una sèrie de 9 litografies i un aiguafort que acompanyen els exemplars preferents d'un llibre en edició corrent amb text de Joan Brossa",,,,"OG","E24","77 x 56 cm","sí",,,,,"Litografía en negro, gris y tres beiges con relieve","Litografia en negre, gris i tres beix amb relleu","Frégoli (suite)",,,,,"100 exs. n. i s., més 12 exs. n. en xifres romanes per a col·laboradors i s.","Sala Gaspar, Barcelona",,,"Guarro","Foto-Repro, Barcelona",,,"Sala Gaspar",,,,,,
,,,1969,,,"Pertany a una sèrie de 9 litografies i un aiguafort que acompanyen els exemplars preferents d'un llibre en edició corrent amb text de Joan Brossa",,,,"OG","E24","56 x 77 cm","sí",,,,,"Litografía en negro y dos grises ","Litografia en negre i dos grisos","Frégoli (suite)",,,,,"100 exs. n. i s., més 12 exs. n. en xifres romanes per a col·laboradors i s.","Sala Gaspar, Barcelona",,,"Guarro","Foto-Repro, Barcelona",,,"Sala Gaspar",,,,,,
,,,1969,,,"Pertany a una sèrie de 9 litografies i un aiguafort que acompanyen els exemplars preferents d'un llibre en edició corrent amb text de Joan Brossa",,,,"OG","E24","56 x 77 cm","sí",,,,,"Litografía en lila, negre, gris, bistre, rosa, blavós i verd","Litografia en violeta, negro, gris, bistre, rosa, azulado y verde","Frégoli (suite)",,,,,"100 exs. n. i s., més 12 exs. n. en xifres romanes per a col·laboradors i s.","Sala Gaspar, Barcelona",,,"Guarro","Foto-Repro, Barcelona",,,"Sala Gaspar",,,,,,
,,,1969,,,"Pertany a una sèrie de 9 litografies i un aiguafort que acompanyen els exemplars preferents d'un llibre en edició corrent amb text de Joan Brossa",,,,"OG","E24","77 x 56 cm","sí",,,,,"Litografía-collage en dos marrones, negro y gris con relieve ","Litografia-collage en dos marrons, negre i gris amb relleu","Frégoli (suite)",,,,,"100 exs. n. i s., més 12 exs. n. en xifres romanes per a col·laboradors i s.","Sala Gaspar, Barcelona",,,"Guarro","Foto-Repro, Barcelona",,,"Sala Gaspar",,,,,,
,,,1969,,,"Pertany a una sèrie de 9 litografies i un aiguafort que acompanyen els exemplars preferents d'un llibre en edició corrent amb text de Joan Brossa",,,,"OG","E24","77 x 56 cm","sí",,,,,"Litografía en marrón, negro, rosa, azul y gris","Litografia en marró, negre, rosa, blau i gris","Frégoli (suite)",,,,,"100 exs. n. i s., més 12 exs. n. en xifres romanes per a col·laboradors i s.","Sala Gaspar, Barcelona",,,"Guarro","Foto-Repro, Barcelona",,,"Sala Gaspar",,,,,,
,,,1969,,,"Pertany a una sèrie de 9 litografies i un aiguafort que acompanyen els exemplars preferents d'un llibre en edició corrent amb text de Joan Brossa",,,,"OG","E24","77 x 56 cm","sí",,,,,"Litografía en dos verdes, violeta y dos grises","Litografia en dos verds, lila i dos grisos","Frégoli (suite)",,,,,"100 exs. n. i s., més 12 exs. n. en xifres romanes per a col·laboradors i s.","Sala Gaspar, Barcelona",,,"Guarro","Foto-Repro, Barcelona",,,"Sala Gaspar",,,,,,
,,,1969,,,"Pertany a una sèrie de 9 litografies i un aiguafort que acompanyen els exemplars preferents d'un llibre en edició corrent amb text de Joan Brossa",,,,"OG","E24","77 x 56 cm","sí",,,,,"Litografía en negro, rosa, azul, naranja y amarillo","Litografía en negre, rosa, blau, taronja i groc","Frégoli (suite)",,,,,"100 exs. n. i s., més 12 exs. n. en xifres romanes per a col·laboradors i s.","Sala Gaspar, Barcelona",,,"Guarro","Foto-Repro, Barcelona",,,"Sala Gaspar",,,,,,
,,,1969,,,"Pertany a una sèrie de 9 litografies i un aiguafort que acompanyen els exemplars preferents d'un llibre en edició corrent amb text de Joan Brossa",,,,"OG","E24","77 x 56 cm","sí",,,,,"Litografía en en negro, dos grises, tres rojos, azul, verde y rosa","Litografia en negre, dos grisos, tres rojos, blau, verd i rosa","Frégoli (suite)",,,,,"100 exs. n. i s., més 12 exs. n. en xifres romanes per a col·laboradors i s.","Sala Gaspar, Barcelona",,,"Guarro","Foto-Repro, Barcelona",,,"Sala Gaspar",,,,,,
,,,1969,,,"Pertany a una sèrie de 9 litografies i un aiguafort que acompanyen els exemplars preferents d'un llibre en edició corrent amb text de Joan Brossa",,,,"OG","E24","56 x 77 cm","sí",,,,,"Litografía en dos rosas, naranja, azul y dos grises","Litografia en dos roses, taronja, blau i dos grisos","Frégoli (suite)",,,,,"100 exs. n. i s., més 12 exs. n. en xifres romanes per a col·laboradors i s.","Sala Gaspar, Barcelona",,,"Guarro","Foto-Repro, Barcelona",,,"Sala Gaspar",,,,,,
,,,1969,,,"Pertany a una sèrie de 9 litografies i un aiguafort que acompanyen els exemplars preferents d'un llibre en edició corrent amb text de Joan Brossa",,,,"OG","E24","76 x 56 cm.","sí",,,,,"Aguafuerte en negro con relieve","Aiguafort en negre amb relleu","Frégoli (suite)",,,,,"100 exs. n. i s., més 12 exs. n. en xifres romanes per a col·laboradors i s.","Sala Gaspar, Barcelona",,,"Guarro","Foto-Repro, Barcelona",,,"Sala Gaspar",,,,,,
"T-3074",,,1979,,,,,,,"OG","I004","36 x 51 cm",,"sí",,,,,"Llapis i frottage sobre paper d'estrassa","Frottage","252,4250838412",,,,,,,,,,,,,"Frottage","Frottage","Frottage ","Frottage y lápiz sobre papel de estraza","Frottage and pencil on wrapping paper","Frottage et crayon sur papier bulle"
,,2,1987,,,,,,,"OG","E09","56 x 76 cm.","sí",,,,,"Aguafuerte y carborúndum en varias tintas (negro, rojo y beige) con relieve","Aiguafort i carborúndum en diverses tintes (negre, vermell i beix) amb relleu","Fulla",,,,,"99 exs. n. 1/99-99/99 i s., 15 exs. P.A. n. I/XV-XV/XV i s., 15 exs. H.C. n. 1/15-15/15 i s., més 5 exs. H.C. s.","Polígrafa Obra Gràfica SL, Barcelona",,,"Lafranca fet a mà","Tallers de Polígrafa Obra Gràfica SL, Barcelona",,3,,,,,,,
,,2,1987,,,,,,,"OG","E09","56 x 76 cm.","sí",,,,,"Aguafuerte y carborúndum en varias tintas (negro, rojo i beige) con relieve","Aiguafort i carborúndum en diverses tintes (negre, vermell i beix) amb relleu","Fulla",,,,,"99 exs. n. 1/99-99/99 i s., 15 exs. P.A. n. I/XV-XV/XV i s., 15 exs. H.C. n. 1/15-15/15 i s., més 5 exs. H.C. s.","Polígrafa Obra Gràfica SL, Barcelona",,,"Lafranca fet a mà","Tallers de Polígrafa Obra Gràfica SL, Barcelona",,3,,,,,,,
,,2,1987,,,,,,,"Restauració","I","93 x 132 (irreg) ","sí",,,,,"Aguafuerte y carborúndum en varias tintas (2 negros, gris y rojo) con relieve","Aiguafort i carborúndum en diverses tintes (2 negres, gris i vermell) amb relleu","Fulles","78,1315735699",,,,"99 exs. n. 1/99-99/99 i s., 15 exs. P.A. n. I/XV-XV/XV i s., 15 exs. H.C. n. 1/15-15/15 i s., més 5 exs. H.C. s., més 1 ex. P.A. s.","Polígrafa Obra Gràfica SL, Barcelona",,,"Aquari fet a mà","Tallers de Polígrafa Obra Gràfica SL, Barcelona",,2,,,,,,,
,,2,1987,,,,,,,"Restauració","I","93 x 132","sí",,,,,"Aguafuerte y carborundum en varias tintas (2 negros, gris y rojo) con relieve","Aiguafort i carborúndum en diverses tintes  (2 negres, gris i vermell) amb relleu","Fulles",,,,,"99 exs. n. 1/99-99/99 i s., 15 exs. P.A. n. I/XV-XV/XV i s., 15 exs. H.C. n. 1/15-15/15 i s., més 5 exs. H.C. f., més 1 ex. P.A. s.","Polígrafa Obra Gràfica SL, Barcelona",,,"Aquari fet a mà","Tallers de Polígrafa Obra Gràfica SL, Barcelona",,2,,,,,,,
,,2,2005,,,,,,,"OG","E12","76 x 56 cm","sí",,,,,"Litografía a seis colores","Litografia a sis colors","Fundació Antoni Tàpies 15 Anys",,,,,,,,,"Vélin Arches ",,,,,,,,,,
,,2,2005,,,,,,,"OG","E12","76 x 56 cm","sí",,,,,"Litografía a seis colores","Litografia a sis colors","Fundació Antoni Tàpies 15 Anys",,,,,,,,,"Vélin Arches ",,,,,,,,,,
"T-2394",,,1976,,,,,,,"RP","19A","203 x 348 cm",,"sí",,,,,"Pintura sobre fusta i assemblatge","Fusta i finestres",,,,,,,,,,,,,,"Madera y ventanas ","Wood and Windows ","Bois et fenêtres","Pintura sobre madera y assemblage","Paint on wood and assemblage","Peinture sur bois et assemblage"
"T-1957 ",,,1971,,,,,,,"RP","35A","97 x 119 cm",,"sí",,,,,"Procediment mixt sobre cartó ondulat","Fusta i matèria sobre cartó ondulat","222374,478621999",,,,,,,,,,,,,"Madera y materia sobre cartón ondulado","Wood and Matter on Corrugated Cardboard","Bois et matière sur carton ondulé ","Técnica mixta sobre cartón ondulado","Mixed media on corrugated cardboard","Technique mixte sur carton ondulé"
"T-1627",,,1971,,,,"correcte",,,"RP","4/5","75 x 84 x 20 cm",,"sí",,,,,"Objecte-assemblage","Fusta i tela metàl·lica","180303,631315135",,,,,,,,,,,,,"Madera y tela metálica","Wood and Chicken Wire","Bois et grillage ","Objeto-assemblage","Object-assemblage","Objet-assemblage"
"T-1633",,,1971,,,,,,,"RP","21B","124 x 146 cm",,"sí",,,,,"Collage i llapis sobre tela","Ganivet i trossos de cartó","300506,052191891",,,,,,,,,,,,,"Cuchillo y trozos de cartón","Knife and Pieces of Cardboard","Couteau et morceaux de carton","Assemblage y lápiz sobre tela","Assemblage and pencil on canvas","Assemblage et crayon sur toile"
,,2,1988,,,,,,,"OG","D01","56 x 77 cm.","sí",,,,,"Aguafuerte en varias tintas (2 negros, rojo y gris) con collage y relieve","Aiguafort en diverses tintes (2 negres, vermell i gris) amb collage i relleu","Gat",,,,,"99 exs. n. 1/99 - 99/99 i s., 15 exs. P.A. n. I/XV - XV/XV i s., 15 exs. H.C. n. 1/15 - 15/15 i s., 50 exs. H.C. n. I/L - L/L i 5 exs. H.C. s.","Polígrafa Obra Gràfica S.L, Barcelona",,,"Aquari fet a mà","Tallers de Polígrafa Obra Gràfica S.L., Barcelona",,,,,,,,,
,,2,1988,,,,,,,"OG","D01","56 x 76 cm.","sí",,,,,"Aguafuerte en varias tintas (2 negros, rojo y gris) con collage y relieve","Aiguafort en diverses tintes (2 negres, vermell i gris) amb collage i relleu","Gat",,,,,"99 exs. n. 1/99 - 99/99 i s., 15 exs. P.A. n. I/XV - XV/XV i s., 15 exs. H.C. n. 1/15 - 15/15 i s., 50 exs. H.C. n. I/L - L/L i 5 exs. H.C. s.","Polígrafa Obra Gràfica S.L, Barcelona",,,"Aquari fet a mà","Tallers de Polígrafa Obra Gràfica S.L., Barcelona",,,,,,,,,
,,2,1989,,,,,,,"OG","D02","63 x 90 cm","sí",,,,,"Aguafuerte en varias tintas (negro, gris y blanco) con relieve sobre collage de papel fino encolado sobre papel Arches","Aiguafort en diverses tintes (negre, gris i blanc) amb relleu sobre collage de paper fi encolat sobre paper Arches","Gerra",,,,,"45 exs. n. 1/45 - 45/45 i s.","Galeria Toni Tàpies, Barcelona",,"43 x 70 cm","Arches","Magí Baleta, Barcelona",,,"Arches",,,,,,
,,2,1989,,,,,,,"OG","D02","63 x 90 cm","sí",,,,,"Aguafuerte en varias tintas (negro, gris y blanco) sobre collage en papel fino encolado sobre papel  Arches","Aiguafort en diverses tintes (negre, gris i blanc) amb relleu sobre collage de paper fi encolat damunt paper Arches","Gerra",,,,,"45 exs. n. 1/45 - 45/45 i s.","Galeria Toni Tàpies, Barcelona",,"43 x 70 cm","Arches","Magí Baleta, Barcelona",,,"Arches",,,,,,
,,,1995,,,,,,,"OG","E15","50 x 65 cm.","sí",,,,,"Xilografía en una tinta (negro)","Xilografia en una tinta (negre)","Gest",,,,,"20 exs. n. 1/20-20/20 i s., 3 exs. P.A. n. 1/3-3/3 i s., 2 exs. H.C. s., més alguns exemplars nominals ","Galeria Toni Tàpies, Barcelona",,,"Arches velin","Joan Roma i Takeshi Motomiya, Barcelona",,,"Arches",,,,,,
,,,1995,,,,,,,"OG","E15","50 x 65 cm. ","sí",,,,,"Xilografía en una tinta (negro)","Xilografia en una tinta (negre)","Gest",,,,,"20 exs. n. 1/20-20/20 i s., 3 exs. P.A. n. 1/3-3/3 i s., 2 exs. H.C. s., més alguns exemplars nominals ","Galeria Toni Tàpies, Barcelona",,,"Arches velin","Joan Roma i Takeshi Motomiya, Barcelona",,,"Arches ",,,,,,
